,date,close,oni,close_std,oni_std,time,sst,sst_std
0,1997-04-01,1673.719970703125,0.28,-1.293130773924782,0.3574871366588806,1997-04-01,0.14569432,0.12091780325815808
1,1997-05-01,1758.77001953125,0.75,-1.2823295383704394,0.8759186924867661,1997-05-01,0.5770688,0.6353912542824811
2,1997-06-01,2128.389892578125,1.22,-1.2353883388137707,1.394350248314652,1997-06-01,1.0482044,1.1972853144791227
3,1997-07-01,2155.010009765625,1.6,-1.2320076216926383,1.813507676430815,1997-07-01,1.4631848,1.6922065682710807
4,1997-08-01,2052.6201171875,1.9,-1.2450109928059825,2.1444214354698907,1997-08-01,1.7648032,2.05192803148892
5,1997-09-01,1974.199951171875,2.14,-1.2549702426478861,2.4091524427011515,1997-09-01,1.9890659,2.3193921735610994
6,1997-10-01,2008.030029296875,2.33,-1.2506738707153036,2.6187311567592326,1997-10-01,2.1688623,2.5338241315891903
7,1997-11-01,1859.1400146484373,2.4,-1.2695826913693307,2.6959443672016836,1997-11-01,2.273624,2.6587668804837814
8,1997-12-01,1780.5400390625,2.39,-1.2795647767715972,2.684913908567048,1997-12-01,2.2860277,2.6735600002447613
9,1998-01-01,1792.7099609375,2.24,-1.2780192139569835,2.5194570290475102,1998-01-01,2.1149712,2.4695515761137323
10,1998-02-01,1624.6500244140625,1.93,-1.2993625874958497,2.1775128113737985,1998-02-01,1.8023777,2.0967407952980204
11,1998-03-01,1585.780029296875,1.44,-1.3042990217371202,1.6370203382766408,1998-03-01,1.301333,1.4991760160221428
12,1998-04-01,1705.8399658203125,0.99,-1.2890515801083717,1.140649699718027,1998-04-01,0.88884085,1.007222342891218
13,1998-05-01,1889.5,0.45,-1.265727016296512,0.5450049334476903,1998-05-01,0.22169575,0.21155997099808443
14,1998-06-01,1815.1199951171875,-0.13,-1.2751731714056755,-0.09476166736118993,1998-06-01,-0.38180733,-0.508200530994078
15,1998-07-01,1641.6400146484375,-0.78,-1.2972048828370515,-0.8117414786125212,1998-07-01,-0.9983326,-1.2434917872144333
16,1998-08-01,1714.739990234375,-1.12,-1.2879212896328194,-1.1867770721901405,1998-08-01,-1.1241709,-1.3935712830437508
17,1998-09-01,1265.530029296875,-1.31,-1.3449703174499368,-1.3963557862482219,1998-09-01,-1.1795672,-1.459638996727181
18,1998-10-01,1246.93994140625,-1.35,-1.3473312322412774,-1.4404776207867656,1998-10-01,-1.1741477,-1.4531754969211048
19,1998-11-01,1231.6199951171875,-1.48,-1.3492768436880438,-1.5838735830370316,1998-11-01,-1.3983377,-1.7205529342352985
20,1998-12-01,1581.5899658203125,-1.57,-1.3048311538548742,-1.6831477107487545,1998-12-01,-1.4889317,-1.8285987505341614
21,1999-01-01,1335.8800048828125,-1.55,-1.3360359703447218,-1.6610867934794826,1999-01-01,-1.4417434,-1.7723202067756827
22,1999-02-01,1320.550048828125,-1.3,-1.3379828530175233,-1.3853253276135862,1999-02-01,-1.1388073,-1.4110272049113874
23,1999-03-01,1417.949951171875,-1.07,-1.325613203585448,-1.1316247790169611,1999-03-01,-0.89997864,-1.126191150368442
24,1999-04-01,1470.280029296875,-0.98,-1.318967357895841,-1.0323506513052385,1999-04-01,-0.8039191,-1.011626925225571
25,1999-05-01,1644.2900390625,-1.02,-1.296868333495629,-1.076472485843782,1999-05-01,-0.8396158,-1.0542001540340529
26,1999-06-01,1647.449951171875,-1.04,-1.2964670291401976,-1.0985334031130538,1999-06-01,-0.8554923,-1.073135065865619
27,1999-07-01,1670.4100341796875,-1.1,-1.2935511311679837,-1.1647161549208689,1999-07-01,-0.9846207,-1.2271384588647811
28,1999-08-01,1649.5799560546875,-1.11,-1.296196521541576,-1.1757466135555048,1999-08-01,-1.0069766,-1.2538009471597646
29,1999-09-01,1653.5999755859375,-1.16,-1.2956859847636626,-1.230898906728684,1999-09-01,-1.0715194,-1.3307771212133912
30,1999-10-01,1854.6199951171875,-1.26,-1.2701567274379744,-1.3412034930750425,1999-10-01,-1.1794032,-1.459443404150708
31,1999-11-01,1793.739990234375,-1.46,-1.2778884016974172,-1.5618126657677598,1999-11-01,-1.381994,-1.701060822088316
32,1999-12-01,1820.02001953125,-1.65,-1.2745508752559664,-1.7713913798258412,1999-12-01,-1.5941639,-1.9541026354484516
33,2000-01-01,1835.5699462890625,-1.66,-1.272576056615905,-1.782421838460477,2000-01-01,-1.5935224,-1.9533375583886492
34,2000-02-01,1822.550048828125,-1.41,-1.274229565124209,-1.5066603725945804,2000-02-01,-1.4085196,-1.732696251640131
35,2000-03-01,1806.6800537109373,-1.07,-1.2762450319918814,-1.1316247790169611,2000-03-01,-1.077402,-1.3377929315204722
36,2000-04-01,1663.0699462890625,-0.81,-1.2944833119178905,-0.8448328545164289,2000-04-01,-0.85419196,-1.0715842314089654
37,2000-05-01,1626.7099609375,-0.71,-1.2991009784794738,-0.7345282681700701,2000-05-01,-0.6798868,-0.8637013330127814
38,2000-06-01,1461.68994140625,-0.64,-1.3200582868725736,-0.6573150577276191,2000-06-01,-0.63227826,-0.8069215952034665
39,2000-07-01,1486.7900390625,-0.55,-1.3168706100757028,-0.5580409300158964,2000-07-01,-0.49429354,-0.6423558214306998
40,2000-08-01,1355.800048828125,-0.51,-1.3335061530210306,-0.5139190954773528,2000-08-01,-0.48059392,-0.62601713867153
41,2000-09-01,1436.9200439453125,-0.55,-1.323204028713042,-0.5580409300158964,2000-09-01,-0.48430866,-0.6304474774979207
42,2000-10-01,1355.56005859375,-0.63,-1.3335366314403607,-0.6462845990929832,2000-10-01,-0.5972978,-0.7652025811936014
43,2000-11-01,1269.77001953125,-0.75,-1.3444318447047634,-0.7786501027086136,2000-11-01,-0.76953363,-0.9706175186978752
44,2000-12-01,1199.699951171875,-0.74,-1.3533306439892643,-0.7676196440739778,2000-12-01,-0.8023592,-1.0097665297375187
45,2001-01-01,1208.4100341796875,-0.68,-1.3522244758028665,-0.7014368922661626,2001-01-01,-0.72236216,-0.914359047031238
46,2001-02-01,1280.6400146484375,-0.52,-1.343051370744395,-0.5249495541119886,2001-02-01,-0.48158988,-0.6272049580767999
47,2001-03-01,1291.18994140625,-0.44,-1.3417115450116377,-0.4367058850349017,2001-03-01,-0.3822742,-0.5087573377390661
48,2001-04-01,1271.9200439453125,-0.34,-1.3441587946540714,-0.32640129868854306,2001-04-01,-0.31530726,-0.42889004302488
49,2001-05-01,1196.9200439453125,-0.25,-1.3536836882636305,-0.2271271709768203,2001-05-01,-0.2144643,-0.3086209310396097
50,2001-06-01,1311.5799560546875,-0.12,-1.3391220420753214,-0.08373120872655405,2001-06-01,-0.06491928,-0.13026790810950634
51,2001-07-01,1347.0,-0.08,-1.334623746738988,-0.039609374188010596,2001-07-01,0.03516581,-0.010902660428697903
52,2001-08-01,1331.6800537109375,-0.13,-1.3365693581857545,-0.09476166736118993,2001-08-01,-0.02434523,-0.08187776800308784
53,2001-09-01,1334.7099609375,-0.19,-1.3361845642660233,-0.16094441916900512,2001-09-01,-0.08744776,-0.15713622181209821
54,2001-10-01,1217.949951171875,-0.29,-1.351012919877605,-0.27124900551536374,2001-10-01,-0.18909422,-0.2783636181583211
55,2001-11-01,1139.3299560546875,-0.35,-1.3609975477319418,-0.3374317573231789,2001-11-01,-0.29000318,-0.3987114442292453
56,2001-12-01,1167.4599609375,-0.31,-1.3574250770153395,-0.29330992278463547,2001-12-01,-0.2767384,-0.38289136803076823
57,2002-01-01,1176.449951171875,-0.15,-1.3562833610082277,-0.11682258463046165,2002-01-01,-0.1327499,-0.21116526011910938
58,2002-02-01,1274.280029296875,0.03,-1.3438590798621548,0.08172567079298391,2002-02-01,0.03581987,-0.010122603839868245
59,2002-03-01,1285.52001953125,0.09,-1.342431617046756,0.14790842260079912,2002-03-01,0.14071646,0.11498101994887207
60,2002-04-01,1299.760009765625,0.2,-1.340623158486975,0.2692434675817936,2002-04-01,0.22406769,0.2143888359727177
61,2002-05-01,1258.3499755859375,0.43,-1.345882174086038,0.5229440161784186,2002-05-01,0.47740436,0.5165276896339497
62,2002-06-01,1240.5899658203125,0.65,-1.3481376701330021,0.7656141061404076,2002-06-01,0.65565157,0.7291120253233424
63,2002-07-01,1134.9300537109375,0.79,-1.361556329088164,0.9200405270253097,2002-07-01,0.79176176,0.8914421640206438
64,2002-08-01,1169.550048828125,0.86,-1.3571596388181018,0.9972537374677607,2002-08-01,0.8303723,0.9374905481524837
65,2002-09-01,1195.3699951171875,1.01,-1.3538805422659972,1.1627106169872987,2002-09-01,0.97496176,1.1099333835931506
66,2002-10-01,1150.0699462890625,1.21,-1.3596335842072735,1.383319789680016,2002-10-01,1.1955314,1.3729930432234387
67,2002-11-01,1232.9200439453125,1.31,-1.3491117393310421,1.4936243760263748,2002-11-01,1.3603032,1.5695060974437292
68,2002-12-01,1373.030029296875,1.14,-1.3313179699429023,1.306106579237565,2002-12-01,1.2943357,1.4908307725138745
69,2003-01-01,1391.969970703125,0.92,-1.328912624251358,1.0634364892755759,2003-01-01,1.0563269,1.2069725138840226
70,2003-02-01,1517.4000244140625,0.63,-1.312983185357519,0.7435531888711358,2003-02-01,0.7893051,0.888512258783335
71,2003-03-01,1556.31005859375,0.38,-1.308041666212108,0.46779172300523925,2003-03-01,0.46981737,0.5074791596231177
72,2003-04-01,1558.9000244140625,-0.04,-1.3077127442268963,0.004512460350532868,2003-04-01,0.071833014,0.03282802800074479
73,2003-05-01,1768.56005859375,-0.26,-1.2810862172970563,-0.23815762961145617,2003-05-01,-0.1940835,-0.2843140213897005
74,2003-06-01,1808.3399658203125,-0.16,-1.2760342255086412,-0.12785304326509753,2003-06-01,-0.14097017,-0.22096906370816663
75,2003-07-01,1824.8800048828125,0.08,-1.2739336640103978,0.13687796396616325,2003-07-01,0.050546877,0.0074413793483568925
76,2003-08-01,1850.1700439453125,0.21,-1.2707218649243723,0.2802739262164295,2003-08-01,0.1902949,0.17411013468742204
77,2003-09-01,1896.8199462890625,0.26,-1.2647973935014318,0.33542621938960887,2003-09-01,0.31120384,0.31831069013403257
78,2003-10-01,1980.8299560546875,0.29,-1.2541282414326909,0.3685175952935164,2003-10-01,0.40605304,0.43143141820977826
79,2003-11-01,2109.179931640625,0.35,-1.2378279766027502,0.4347003471013316,2003-11-01,0.4686944,0.5061398633084707
80,2003-12-01,2151.179931640625,0.35,-1.2324940361813974,0.4347003471013316,2003-12-01,0.38411254,0.4052643515993493
81,2004-01-01,2435.0400390625,0.37,-1.196444205205513,0.4567612643706034,2004-01-01,0.3309753,0.3418908779513308
82,2004-02-01,2730.0,0.31,-1.158984708578722,0.3905785125627882,2004-02-01,0.15841496,0.136088917599549
83,2004-03-01,2748.110107421875,0.23,-1.1566847506260414,0.3023348434857012,2004-03-01,0.10225934,0.0691156102870476
84,2004-04-01,3035.719970703125,0.17,-1.120158705975192,0.23615209167788603,2004-04-01,0.10279639,0.06975611634311427
85,2004-05-01,2827.340087890625,0.17,-1.1466226554973444,0.23615209167788603,2004-05-01,0.18809442,0.17148575936621624
86,2004-06-01,2914.510009765625,0.28,-1.1355521990731718,0.3574871366588806,2004-06-01,0.35704154,0.3729784574669949
87,2004-07-01,2885.89990234375,0.47,-1.1391856421311908,0.5670658507169619,2004-07-01,0.5201862,0.567550923242879
88,2004-08-01,2825.449951171875,0.64,-1.1468627001793925,0.7545836475057717,2004-08-01,0.70506823,0.7880481951410275
89,2004-09-01,2850.679931640625,0.7,-1.143658528449578,0.8207663993135867,2004-09-01,0.7469411,0.8379873568948542
90,2004-10-01,3278.800048828125,0.67,-1.0892878808719402,0.7876750234096793,2004-10-01,0.7595412,0.8530147106925373
91,2004-11-01,3545.3701171875,0.66,-1.055433860330395,0.7766445647750434,2004-11-01,0.75615203,0.8489726589095757
92,2004-12-01,3616.719970703125,0.69,-1.046372530146476,0.8097359406789509,2004-12-01,0.7336335,0.822116211951715
93,2005-01-01,3710.389892578125,0.64,-1.0344765829428082,0.7545836475057717,2005-01-01,0.5757092,0.6337697441180118
94,2005-02-01,3882.89990234375,0.58,-1.0125680564147876,0.6884008956979564,2005-02-01,0.46113014,0.49711844195168287
95,2005-03-01,4078.260009765625,0.45,-0.9877575998981829,0.5450049334476903,2005-03-01,0.3336684,0.3451027704373063
96,2005-04-01,4159.85009765625,0.43,-0.9773957744748126,0.5229440161784186,2005-04-01,0.3657099,0.3833166700657587
97,2005-05-01,3986.2900390625,0.29,-0.9994376557144697,0.3685175952935164,2005-05-01,0.37090957,0.3895179923347248
98,2005-06-01,3925.340087890625,0.11,-1.007178213053402,0.16996933987007085,2005-06-01,0.33916244,0.3516551694546652
99,2005-07-01,4038.070068359375,-0.06,-0.9928616654457687,-0.01754845691873886,2005-07-01,0.2530134,0.24891057985531653
100,2005-08-01,4210.830078125,-0.14,-0.9709213892723829,-0.10579212599582581,2005-08-01,0.09726467,0.06315877873867307
101,2005-09-01,4611.759765625,-0.11,-0.9200038876943669,-0.07270075009191818,2005-09-01,0.03981998,-0.005351922004037565
102,2005-10-01,5070.830078125,-0.29,-0.8617026092161074,-0.27124900551536374,2005-10-01,-0.12716371,-0.20450295954125053
103,2005-11-01,4764.35009765625,-0.57,-0.9006251319817679,-0.580101847285168,2005-11-01,-0.34734604,-0.46710069867889337
104,2005-12-01,5034.2998046875,-0.84,-0.8663419021230445,-0.8779242304203363,2005-12-01,-0.6511757,-0.8294593938519288
105,2006-01-01,4802.25,-0.85,-0.8958118981466093,-0.8889546890549722,2006-01-01,-0.7339978,-0.9282361495099862
106,2006-02-01,5633.509765625,-0.77,-0.7902430870868095,-0.8007110199778853,2006-02-01,-0.6833004,-0.8677725209338115
107,2006-03-01,6080.68017578125,-0.57,-0.7334530793257281,-0.580101847285168,2006-03-01,-0.42954654,-0.5651361107666109
108,2006-04-01,5920.5,-0.37,-0.7537957344280861,-0.35949267459245066,2006-04-01,-0.18908684,-0.2783548164923798
109,2006-05-01,7142.919921875,-0.14,-0.598550138400557,-0.10579212599582581,2006-05-01,0.099345684,0.06564067440901948
110,2006-06-01,7211.669921875,-0.03,-0.589818985925128,0.015542918985168734,2006-06-01,0.1800377,0.1618770116666845
111,2006-07-01,8155.7998046875,0.1,-0.4699158300932029,0.15893888123543498,2006-07-01,0.2928143,0.29637863215380666
112,2006-08-01,8973.6904296875,0.3,-0.36604488092812776,0.3795480539281523,2006-08-01,0.3986555,0.42260883340390276
113,2006-09-01,10011.9501953125,0.54,-0.23418736350594527,0.644279061159413,2006-09-01,0.61271095,0.6778994247065324
114,2006-10-01,10390.33984375,0.77,-0.18613241491493746,0.897979609756038,2006-10-01,0.81473106,0.9188362162571437
115,2006-11-01,10694.5400390625,0.94,-0.1474994216301561,1.0854974065448475,2006-11-01,1.0214993,1.1654358064670827
116,2006-12-01,11482.41015625,0.94,-0.047441034372000854,1.0854974065448475,2006-12-01,1.0447738,1.1931938517178484
117,2007-01-01,12884.2001953125,0.66,0.1305843120947956,0.7766445647750434,2007-01-01,0.7471379,0.838222067986622
118,2007-02-01,13633.7802734375,0.22,0.2257799187079353,0.29130438485106536,2007-02-01,0.34858355,0.36289114005306444
119,2007-03-01,15150.740234375,-0.12,0.4184316818798062,-0.08373120872655405,2007-03-01,0.08739732,0.05139060551024089
120,2007-04-01,17157.05078125,-0.32,0.6732302753027438,-0.30434038141927133,2007-04-01,-0.05775299,-0.12172112076283462
121,2007-05-01,20674.779296875,-0.38,1.119976806751273,-0.3705231332270865,2007-05-01,-0.051046357,-0.11372253766569916
122,2007-06-01,20129.5,-0.47,1.0507271095482136,-0.4697972609388093,2007-06-01,-0.1699882,-0.2555770591464395
123,2007-07-01,22365.900390625,-0.56,1.3347467867359348,-0.5690713886505322,2007-07-01,-0.24977985,-0.3507395860034407
124,2007-08-01,23418.169921875,-0.81,1.4683835245190904,-0.8448328545164289,2007-08-01,-0.54663444,-0.7047795500034215
125,2007-09-01,20846.259765625,-1.07,1.1417545830307536,-1.1316247790169611,2007-09-01,-0.819059,-1.0296833401557335
126,2007-10-01,21823.439453125,-1.34,1.2658550171755472,-1.4294471621521296,2007-10-01,-1.0705737,-1.3296492437769845
127,2007-11-01,21696.26953125,-1.5,1.2497046174929431,-1.6059345003063032,2007-11-01,-1.1626738,-1.4394912916577152
128,2007-12-01,18255.970703125,-1.6,0.8127915465198658,-1.716239086652662,2007-12-01,-1.305445,-1.6097656017441249
129,2008-01-01,17524.7890625,-1.64,0.7199325153703211,-1.7603609211912055,2008-01-01,-1.3679736,-1.6843395650201154
130,2008-02-01,15009.98046875,-1.52,0.40055539131867857,-1.627995417575575,2008-02-01,-1.2704844,-1.5680702735182157
131,2008-03-01,17766.939453125,-1.29,0.7506852714798712,-1.3742948689789503,2008-03-01,-0.9843979,-1.2268727391938163
132,2008-04-01,17387.470703125,-1.01,0.7024932785211738,-1.065442027209146,2008-04-01,-0.6733556,-0.8559119779185022
133,2008-05-01,17429.939453125,-0.84,0.7078867495275865,-0.8779242304203363,2008-05-01,-0.5495209,-0.7082220509076096
134,2008-06-01,17130.7890625,-0.61,0.6698950742747717,-0.6242236818237115,2008-06-01,-0.36173797,-0.4842650564174422
135,2008-07-01,16293.9697265625,-0.37,0.5636202056717527,-0.35949267459245066,2008-07-01,-0.17966491,-0.2671178679310982
136,2008-08-01,13765.4501953125,-0.23,0.2425018120071127,-0.20506625370754858,2008-08-01,-0.09371512,-0.16461091138578787
137,2008-09-01,13287.419921875,-0.24,0.18179264538523884,-0.21609671234218444,2008-09-01,-0.08346808,-0.15238990556369036
138,2008-10-01,11248.419921875,-0.35,-0.07715746221330257,-0.3374317573231789,2008-10-01,-0.14445639,-0.22512686097616916
139,2008-11-01,7055.0400390625,-0.55,-0.6097107588566846,-0.5580409300158964,2008-11-01,-0.3282846,-0.4443673074539579
140,2008-12-01,7405.5,-0.73,-0.5652028409588198,-0.7565891854393418,2008-12-01,-0.54408395,-0.7017377395743414
141,2009-01-01,7048.669921875,-0.85,-0.610519754703236,-0.8889546890549722,2009-01-01,-0.66492486,-0.8458571598808453
142,2009-02-01,6905.39013671875,-0.79,-0.6287160841700858,-0.8227719372471571,2009-02-01,-0.5892493,-0.7556036369756466
143,2009-03-01,6671.72021484375,-0.61,-0.6583918327782634,-0.6242236818237115,2009-03-01,-0.3426051,-0.4614464750843514
144,2009-04-01,9237.650390625,-0.33,-0.3325223403266209,-0.3153708400539072,2009-04-01,-0.047759533,-0.10980254757683351
145,2009-05-01,9979.1904296875,0.01,-0.23834780726930807,0.0596647535237122,2009-05-01,0.334447,0.3460313581204895
146,2009-06-01,13392.26953125,0.28,0.19510839704258132,0.3574871366588806,2009-06-01,0.5631825,0.618829929924677
147,2009-07-01,13059.7001953125,0.45,0.15287256314116343,0.5450049334476903,2009-07-01,0.70701694,0.7903723000782172
148,2009-08-01,14092.01953125,0.58,0.2839756544197659,0.6884008956979564,2009-08-01,0.7610027,0.8547577506347055
149,2009-09-01,13955.3798828125,0.71,0.266622612896903,0.8317968579482227,2009-09-01,0.8778037,0.9940590221264541
150,2009-10-01,15144.2001953125,1.01,0.4176011061961706,1.1627106169872987,2009-10-01,1.1675074,1.3395705653997494
151,2009-11-01,14213.5400390625,1.36,0.2994085865303477,1.5487766691995541,2009-11-01,1.5108166,1.7490140468324002
152,2009-12-01,14129.0,1.56,0.28867212149277083,1.7693858418922714,2009-12-01,1.7157501,1.9934254570194216
